Item_9516_StoryDesc|时间流转，对星球初生之时的记忆，萝坦已经不大记得清了。
Item_122348_Desc|「迷雾」中接近本源的物质，茉夏为它们准备了一个巨大的容器，试图看看能否培养它们长大。
Item_95156_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_95175_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_97596_Desc|神的诞临未曾带给神母宁静，驱魇的熏香日日萦绕于寝宫之中，短暂祥和即能为你换来主祭的赐福。
Item_95166_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_122403_Desc|「迷雾」中接近本源的物质，茉夏为它们准备了一个巨大的容器，试图看看能否培养它们长大。
Item_122386_Desc|「迷雾」中接近本源的物质，茉夏为它们准备了一个巨大的容器，试图看看能否培养它们长大。
Item_122369_Desc|「迷雾」中接近本源的物质，茉夏为它们准备了一个巨大的容器，试图看看能否培养它们长大。
Item_122381_Desc|「迷雾」中接近本源的物质，茉夏为它们准备了一个巨大的容器，试图看看能否培养它们长大。
Item_122353_Desc|「迷雾」中接近本源的物质，茉夏为它们准备了一个巨大的容器，试图看看能否培养它们长大。
Item_122387_Desc|「迷雾」中梦幻的低语，不过对于茉夏来说，它们更适合待在小巧玲珑的瓶子里，方便随时取用。
Item_122389_Desc|「迷雾」中接近本源的物质，茉夏为它们准备了一个巨大的容器，试图看看能否培养它们长大。
Item_122345_Desc|「迷雾」中接近本源的物质，茉夏为它们准备了一个巨大的容器，试图看看能否培养它们长大。
Item_122354_Desc|「迷雾」中接近本源的物质，茉夏为它们准备了一个巨大的容器，试图看看能否培养它们长大。
Item_122397_Desc|「迷雾」中接近本源的物质，茉夏为它们准备了一个巨大的容器，试图看看能否培养它们长大。
Item_122400_Desc|「迷雾」中接近本源的物质，茉夏为它们准备了一个巨大的容器，试图看看能否培养它们长大。
Item_122402_Desc|「迷雾」中梦幻的低语，不过对于茉夏来说，它们更适合待在小巧玲珑的瓶子里，方便随时取用。
Item_122379_Desc|「迷雾」中梦幻的低语，不过对于茉夏来说，它们更适合待在小巧玲珑的瓶子里，方便随时取用。
Item_122338_Desc|「迷雾」中接近本源的物质，茉夏为它们准备了一个巨大的容器，试图看看能否培养它们长大。
Item_122341_Desc|「迷雾」中梦幻的低语，不过对于茉夏来说，它们更适合待在小巧玲珑的瓶子里，方便随时取用。
Item_122376_Desc|「迷雾」中梦幻的低语，不过对于茉夏来说，它们更适合待在小巧玲珑的瓶子里，方便随时取用。
Item_122346_Desc|「迷雾」中接近本源的物质，茉夏为它们准备了一个巨大的容器，试图看看能否培养它们长大。
Item_122366_Desc|「迷雾」中梦幻的低语，不过对于茉夏来说，它们更适合待在小巧玲珑的瓶子里，方便随时取用。
Item_66072_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66100_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_66078_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_68743_Desc|无需庆祝，欢悦也为虚无。
Item_66057_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66066_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_66097_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66055_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66056_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66063_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_66087_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66093_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66049_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66075_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66081_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66058_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66044_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66067_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_66045_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_66061_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_66069_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66065_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66062_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66073_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_66094_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66046_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66083_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66068_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66082_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66085_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_68741_Desc|漫长时光下，这哀愁终会被熨平。
Item_68714_Desc|漫长时光下，这哀愁终会被熨平。
Item_66090_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_68712_Desc|漫长时光下，这哀愁终会被熨平。
Item_68738_Desc|漫长时光下，这哀愁终会被熨平。
Item_66048_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_66074_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66059_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66070_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_68737_Desc|漫长时光下，这哀愁终会被熨平。
Item_68745_Desc|漫长时光下，这哀愁终会被熨平。
Item_66071_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66051_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66086_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66089_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_68740_Desc|无需庆祝，欢悦也为虚无。
Item_66079_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_66102_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66092_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66088_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66080_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_66053_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_66052_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66076_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66098_Desc|用于在「灵髓祭坛」中进行交换的道具。
Item_66047_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_68726_Desc|无需庆祝，欢悦也为虚无。
Item_66064_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_68756_Desc|无需庆祝，欢悦也为虚无。
Item_68763_Desc|无需庆祝，欢悦也为虚无。
Item_66101_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_68708_Desc|无需庆祝，欢悦也为虚无。
Item_66091_Desc|用于在「猩血祭坛」中进行交换的道具。
Item_66096_Desc|用于在「莹泪祭坛」中进行交换的道具。
Item_95145_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_95155_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_75803_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_75796_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_68730_Desc|漫长时光下，这哀愁终会被熨平。
Item_68760_Desc|漫长时光下，这哀愁终会被熨平。
Item_68724_Desc|漫长时光下，这哀愁终会被熨平。
Item_68728_Desc|漫长时光下，这哀愁终会被熨平。
Item_68746_Desc|漫长时光下，这哀愁终会被熨平。
Item_68755_Desc|漫长时光下，这哀愁终会被熨平。
Item_95165_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_95140_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_68753_Desc|漫长时光下，这哀愁终会被熨平。
Item_75792_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_75820_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_95177_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_75840_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_95115_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_95152_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_68713_Desc|无需庆祝，欢悦也为虚无。
Item_68735_Desc|无需庆祝，欢悦也为虚无。
Item_68710_Desc|无需庆祝，欢悦也为虚无。
Item_68762_Desc|漫长时光下，这哀愁终会被熨平。
Item_68716_Desc|漫长时光下，这哀愁终会被熨平。
Item_68720_Desc|无需庆祝，欢悦也为虚无。
Item_75823_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_75813_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_75797_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_75831_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_95114_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_95129_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_95136_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_68754_Desc|无需庆祝，欢悦也为虚无。
Item_75838_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_75816_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_68705_Desc|无需庆祝，欢悦也为虚无。
Item_75798_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_68731_Desc|漫长时光下，这哀愁终会被熨平。
Item_68715_Desc|无需庆祝，欢悦也为虚无。
Item_75794_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_75780_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_95113_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_68747_Desc|无需庆祝，欢悦也为虚无。
Item_68723_Desc|漫长时光下，这哀愁终会被熨平。
Item_68761_Desc|漫长时光下，这哀愁终会被熨平。
Item_75790_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_95170_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_95130_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_95131_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_95179_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_75814_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_68707_Desc|无需庆祝，欢悦也为虚无。
Item_75821_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_75818_Desc|如同浸泡血泥之中的野兽头骨，顽固的深红已深入骨头内部，无法擦除。
Item_68742_Desc|无需庆祝，欢悦也为虚无。
Item_68717_Desc|无需庆祝，欢悦也为虚无。
Item_95178_Desc|闪耀着金色光芒的子弹，常被用来标记与财富相关的委托。把它交给凯蒂古拉可以换取一些奖励。
Item_68749_Desc|无需庆祝，欢悦也为虚无。
Item_66806_Desc|指针轮转不歇，与无回者一同向前。
Item_66790_Desc|指针轮转不歇，与无回者一同向前。
Item_66767_Desc|指针轮转不歇，与无回者一同向前。
Item_90972_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_66791_Desc|指针轮转不歇，与无回者一同向前。
Item_66783_Desc|指针轮转不歇，与无回者一同向前。
Item_66772_Desc|指针轮转不歇，与无回者一同向前。
Item_66794_Desc|指针轮转不歇，与无回者一同向前。
Item_90973_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_90965_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_90961_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_90982_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_90955_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_66788_Desc|指针轮转不歇，与无回者一同向前。
Item_66802_Desc|指针轮转不歇，与无回者一同向前。
Item_66814_Desc|指针轮转不歇，与无回者一同向前。
Item_66799_Desc|指针轮转不歇，与无回者一同向前。
Item_66804_Desc|指针轮转不歇，与无回者一同向前。
Item_66808_Desc|指针轮转不歇，与无回者一同向前。
Item_90958_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_90959_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_90966_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_66805_Desc|指针轮转不歇，与无回者一同向前。
Item_66795_Desc|指针轮转不歇，与无回者一同向前。
Item_66798_Desc|指针轮转不歇，与无回者一同向前。
Item_66815_Desc|指针轮转不歇，与无回者一同向前。
Item_66785_Desc|指针轮转不歇，与无回者一同向前。
Item_66803_Desc|指针轮转不歇，与无回者一同向前。
Item_66774_Desc|指针轮转不歇，与无回者一同向前。
Item_66813_Desc|指针轮转不歇，与无回者一同向前。
Item_66782_Desc|指针轮转不歇，与无回者一同向前。
Item_90970_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_66789_Desc|指针轮转不歇，与无回者一同向前。
Item_66776_Desc|指针轮转不歇，与无回者一同向前。
Item_90954_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_66780_Desc|指针轮转不歇，与无回者一同向前。
Item_66809_Desc|指针轮转不歇，与无回者一同向前。
Item_90978_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_66779_Desc|指针轮转不歇，与无回者一同向前。
Item_66770_Desc|指针轮转不歇，与无回者一同向前。
Item_66792_Desc|指针轮转不歇，与无回者一同向前。
Item_66765_Desc|指针轮转不歇，与无回者一同向前。
Item_66769_Desc|指针轮转不歇，与无回者一同向前。
Item_90984_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_90975_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_66812_Desc|指针轮转不歇，与无回者一同向前。
Item_90969_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_66768_Desc|指针轮转不歇，与无回者一同向前。
Item_90968_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_90976_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_90974_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_66810_Desc|指针轮转不歇，与无回者一同向前。
Item_66784_Desc|指针轮转不歇，与无回者一同向前。
Item_90962_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_66807_Desc|指针轮转不歇，与无回者一同向前。
Item_66787_Desc|指针轮转不歇，与无回者一同向前。
Item_66811_Desc|指针轮转不歇，与无回者一同向前。
Item_66766_Desc|指针轮转不歇，与无回者一同向前。
Item_66801_Desc|指针轮转不歇，与无回者一同向前。
Item_79619_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79633_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79627_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79632_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79626_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79614_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79610_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79622_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79615_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79618_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79621_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79634_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79625_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79611_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79628_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79636_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79612_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_79629_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_95157_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95128_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95134_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95150_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95118_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95107_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95124_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95148_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95110_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95160_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95164_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95158_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95149_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95135_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95125_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95173_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95116_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95106_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95117_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95137_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95142_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95132_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95139_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95153_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95105_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95159_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95122_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95167_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95141_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95174_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95161_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95146_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95138_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95172_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95171_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95154_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95133_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95108_Desc|代表着凯蒂古拉的琥珀色子弹，剧烈的火焰会伴随子弹出膛降临战场。把它交给凯蒂古拉可以换取一些奖励。
Item_95121_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95176_Desc|灰色的阴影将这枚弹药牢牢包裹，它的出现象征着不可避免的鲜血和死亡。把它交给凯蒂古拉可以换取一些奖励。
Item_95676_Desc|葬骸城的主人不喜欢看到亡者被亵渎，即便是这些残余的肢体也不行。或许能用它们在餐厅里换到一份不错的礼物。
Item_88857_Desc|阐释了深奥数理概论的科学之书，十分吸引某位好学的无知之人。用于在「求知的愿望」中进行交换的道具。
Item_95689_Desc|葬骸城的主人不喜欢看到亡者被亵渎，即便是这些残余的肢体也不行。或许能用它们在餐厅里换到一份不错的礼物。
Item_95704_Desc|葬骸城的主人不喜欢看到亡者被亵渎，即便是这些残余的肢体也不行。或许能用它们在餐厅里换到一份不错的礼物。
Item_95670_Desc|葬骸城的主人不喜欢看到亡者被亵渎，即便是这些残余的肢体也不行。或许能用它们在餐厅里换到一份不错的礼物。
